Name,GameNum,opp_Name,opp_GameNum,at-bats,hits,doubles,triples,Homeruns,RBI,SacrificeHits,hit-by-pitch,walks,intentionalWalks,strikeouts,StolenBases,CaughtStealing,GroundedIntoDoublePlays,AwardedFirstOnCatcherInterference,LeftOnBase,PitchersUsed,IndividualEarnedRuns,TeamEarnedRuns,WildPitches,Balks,putouts,assists,errors,PassedBalls,doublePlays,TriplePlays,opp_at-bats,opp_hits,opp_doubles,opp_triples,opp_Homeruns,opp_RBI,opp_SacrificeHits,opp_hit-by-pitch,opp_walks,opp_intentionalWalks,opp_strikeouts,opp_StolenBases,opp_CaughtStealing,opp_GroundedIntoDoublePlays,opp_AwardedFirstOnCatcherInterference,opp_LeftOnBase,opp_PitchersUsed,opp_IndividualEarnedRuns,opp_TeamEarnedRuns,opp_WildPitches,opp_Balks,opp_putouts,opp_assists,opp_errors,opp_PassedBalls,opp_doublePlays,opp_TriplePlays
BRO,1.0,NY1,1.0,33.0,8.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,9.0,2.0,4.0,4.0,0.0,0.0,24.0,12.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,0.0,27.0,11.0,1.0,0.0,1.0,0.0
BRO,2.0,NY1,2.0,36.0,12.0,2.0,1.0,2.0,5.0,1.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,12.0,1.0,4.0,4.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,33.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,0.0,1.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,3.0,PIT,3.0,31.0,10.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0,32.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,3.0,7.0,7.0,0.0,0.0,24.0,11.0,0.0,0.0,1.0,0.0
BRO,4.0,NY1,4.0,35.0,8.0,2.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,10.0,4.0,6.0,6.0,0.0,0.0,27.0,17.0,0.0,0.0,1.0,0.0,34.0,9.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,0.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0
BRO,5.0,PHI,6.0,42.0,18.0,2.0,1.0,2.0,9.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,12.0,2.0,6.0,6.0,0.0,0.0,27.0,6.0,2.0,0.0,1.0,0.0,38.0,12.0,3.0,0.0,1.0,7.0,1.0,0.0,5.0,1.0,8.0,0.0,0.0,1.0,0.0,11.0,4.0,8.0,8.0,0.0,0.0,27.0,10.0,2.0,0.0,1.0,0.0
BRO,6.0,PHI,7.0,33.0,8.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,6.0,6.0,0.0,0.0,24.0,9.0,1.0,1.0,0.0,0.0,31.0,8.0,1.0,1.0,1.0,6.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,7.0,PHI,8.0,31.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0,10.0,0.0,3.0,0.0,1.0,1.0,0.0,12.0,2.0,3.0,3.0,2.0,0.0,27.0,9.0,0.0,0.0,3.0,0.0,34.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,0.0,6.0,4.0,4.0,4.0,0.0,0.0,24.0,10.0,4.0,0.0,2.0,0.0
BRO,8.0,PIT,10.0,43.0,10.0,2.0,0.0,1.0,5.0,3.0,0.0,13.0,2.0,6.0,5.0,0.0,2.0,0.0,15.0,6.0,5.0,5.0,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,48.0,10.0,3.0,0.0,0.0,5.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,4.0,0.0,0.0,39.0,22.0,2.0,0.0,2.0,0.0
BRO,9.0,PIT,11.0,30.0,8.0,2.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,1.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,27.0,13.0,1.0,0.0,2.0,0.0
BRO,10.0,PIT,12.0,36.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,10.0,5.0,9.0,9.0,1.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,32.0,10.0,3.0,0.0,1.0,9.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,0.0,0.0,27.0,9.0,0.0,0.0,2.0,0.0
BRO,11.0,PIT,13.0,33.0,9.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,29.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,27.0,14.0,0.0,0.0,3.0,0.0
BRO,12.0,SLN,11.0,35.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,7.0,1.0,0.0,24.0,13.0,1.0,0.0,0.0,0.0,31.0,10.0,3.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,27.0,8.0,1.0,0.0,0.0,0.0
BRO,13.0,SLN,12.0,39.0,8.0,2.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,6.0,2.0,0.0,29.0,13.0,2.0,0.0,0.0,0.0,45.0,14.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,2.0,4.0,4.0,0.0,0.0,30.0,7.0,2.0,0.0,0.0,0.0
BRO,14.0,CIN,15.0,36.0,10.0,2.0,0.0,5.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,5.0,5.0,1.0,0.0,27.0,6.0,0.0,0.0,2.0,0.0,32.0,8.0,4.0,0.0,0.0,5.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,9.0,3.0,7.0,7.0,0.0,0.0,27.0,11.0,1.0,0.0,1.0,0.0
BRO,15.0,CIN,16.0,36.0,13.0,0.0,1.0,2.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0,37.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,7.0,3.0,6.0,6.0,0.0,0.0,27.0,13.0,0.0,0.0,2.0,0.0
BRO,16.0,CIN,17.0,43.0,13.0,2.0,0.0,1.0,6.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,8.0,5.0,6.0,6.0,0.0,0.0,32.0,7.0,1.0,0.0,0.0,0.0,44.0,12.0,1.0,1.0,2.0,6.0,0.0,0.0,7.0,2.0,9.0,0.0,1.0,0.0,0.0,12.0,2.0,6.0,6.0,0.0,0.0,33.0,15.0,0.0,1.0,2.0,0.0
BRO,17.0,CHN,14.0,36.0,11.0,2.0,1.0,0.0,7.0,1.0,0.0,8.0,0.0,5.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,27.0,11.0,2.0,0.0,2.0,0.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,8.0,3.0,7.0,7.0,0.0,0.0,27.0,9.0,0.0,0.0,1.0,0.0
BRO,18.0,CHN,15.0,37.0,5.0,3.0,0.0,1.0,7.0,0.0,1.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,7.0,1.0,0.0,31.0,14.0,1.0,0.0,1.0,0.0,46.0,16.0,3.0,0.0,3.0,7.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,12.0,2.0,7.0,7.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0
BRO,19.0,PHI,18.0,30.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,27.0,10.0,0.0,0.0,2.0,0.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,10.0,1.0,3.0,3.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,20.0,PHI,19.0,24.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,1.0,0.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,9.0,1.0,1.0,0.0,0.0
BRO,21.0,PHI,20.0,33.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,27.0,11.0,0.0,0.0,5.0,0.0,27.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,6.0,1.0,0.0,4.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,27.0,10.0,0.0,0.0,2.0,0.0
BRO,22.0,MLN,21.0,33.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,27.0,11.0,1.0,0.0,0.0,0.0,34.0,7.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,1.0,0.0
BRO,23.0,MLN,22.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,27.0,10.0,1.0,0.0,1.0,0.0,34.0,11.0,4.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,27.0,16.0,0.0,0.0,1.0,0.0
BRO,24.0,SLN,25.0,34.0,12.0,3.0,1.0,0.0,10.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,1.0,0.0,27.0,12.0,0.0,0.0,3.0,0.0,35.0,10.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,8.0,3.0,10.0,10.0,0.0,0.0,24.0,6.0,1.0,0.0,0.0,0.0
BRO,25.0,SLN,26.0,33.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,10.0,3.0,10.0,10.0,1.0,0.0,27.0,11.0,1.0,0.0,0.0,0.0,40.0,14.0,5.0,1.0,2.0,9.0,1.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,27.0,12.0,0.0,0.0,2.0,0.0
BRO,26.0,SLN,27.0,27.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,24.0,12.0,1.0,0.0,0.0,0.0
BRO,27.0,CIN,30.0,30.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,34.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,4.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.0
BRO,28.0,CIN,31.0,34.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,7.0,3.0,4.0,4.0,0.0,0.0,27.0,10.0,1.0,0.0,1.0,0.0,34.0,8.0,3.0,0.0,0.0,7.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0
BRO,29.0,CHN,27.0,31.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,7.0,1.0,0.0,27.0,14.0,0.0,0.0,2.0,0.0,37.0,13.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,27.0,7.0,1.0,0.0,1.0,0.0
BRO,30.0,CHN,28.0,29.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,5.0,4.0,6.0,6.0,1.0,0.0,27.0,9.0,4.0,0.0,1.0,0.0,35.0,7.0,0.0,0.0,1.0,6.0,2.0,0.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,27.0,12.0,0.0,0.0,2.0,0.0
BRO,31.0,PIT,35.0,31.0,7.0,2.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,2.0,0.0,0.0,27.0,13.0,1.0,0.0,1.0,0.0,30.0,6.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,24.0,8.0,2.0,0.0,0.0,0.0
BRO,32.0,PIT,36.0,31.0,7.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,35.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,15.0,2.0,3.0,3.0,0.0,0.0,24.0,11.0,1.0,0.0,1.0,0.0
BRO,33.0,PIT,37.0,29.0,9.0,1.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,27.0,15.0,2.0,0.0,1.0,0.0,34.0,9.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,7.0,2.0,4.0,4.0,1.0,0.0,24.0,12.0,1.0,0.0,2.0,0.0
BRO,34.0,PIT,38.0,30.0,8.0,1.0,1.0,2.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,27.0,8.0,0.0,0.0,2.0,0.0,33.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,1.0,1.0,0.0,8.0,2.0,4.0,4.0,0.0,0.0,24.0,12.0,2.0,0.0,0.0,0.0
BRO,35.0,PIT,39.0,31.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,27.0,11.0,1.0,0.0,2.0,0.0,34.0,10.0,0.0,0.0,2.0,5.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,27.0,19.0,0.0,0.0,0.0,0.0
BRO,36.0,PHI,35.0,36.0,10.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,5.0,4.0,8.0,8.0,0.0,0.0,27.0,8.0,0.0,0.0,1.0,0.0,35.0,12.0,3.0,1.0,2.0,8.0,0.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0,0.0,7.0,1.0,6.0,6.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0
BRO,37.0,PHI,36.0,37.0,10.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,10.0,10.0,0.0,0.0,27.0,14.0,1.0,0.0,2.0,0.0,37.0,14.0,4.0,0.0,3.0,10.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0,0.0,5.0,2.0,4.0,4.0,1.0,0.0,27.0,10.0,2.0,0.0,1.0,0.0
BRO,38.0,NY1,38.0,29.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,2.0,0.0,7.0,5.0,17.0,17.0,1.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,39.0,18.0,3.0,0.0,6.0,17.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,0.0,1.0,27.0,15.0,1.0,0.0,2.0,0.0
BRO,39.0,NY1,39.0,34.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,32.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,27.0,11.0,1.0,0.0,1.0,0.0
BRO,40.0,NY1,40.0,34.0,12.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,30.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,27.0,14.0,0.0,0.0,3.0,0.0
BRO,41.0,PHI,41.0,43.0,10.0,2.0,0.0,3.0,5.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,10.0,3.0,4.0,4.0,0.0,0.0,36.0,14.0,2.0,0.0,2.0,0.0,40.0,7.0,1.0,0.0,2.0,4.0,3.0,0.0,12.0,2.0,5.0,0.0,1.0,2.0,0.0,15.0,1.0,5.0,5.0,0.0,0.0,36.0,15.0,2.0,0.0,1.0,0.0
BRO,42.0,MLN,40.0,32.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,1.0,1.0,0.0,32.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0
BRO,43.0,MLN,41.0,26.0,10.0,2.0,0.0,0.0,7.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,20.0,6.0,3.0,0.0,1.0,6.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,15.0,8.0,2.0,0.0,0.0,0.0
BRO,44.0,CHN,43.0,31.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,3.0,4.0,0.0,1.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,27.0,13.0,1.0,0.0,2.0,0.0,32.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,8.0,0.0,1.0,1.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,27.0,16.0,1.0,0.0,3.0,0.0
BRO,45.0,CHN,44.0,39.0,11.0,1.0,1.0,0.0,8.0,1.0,2.0,7.0,2.0,5.0,0.0,0.0,1.0,0.0,14.0,1.0,3.0,3.0,0.0,0.0,27.0,15.0,1.0,0.0,1.0,0.0,32.0,6.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,0.0,1.0,27.0,9.0,3.0,0.0,1.0,0.0
BRO,46.0,CHN,45.0,39.0,15.0,1.0,3.0,1.0,8.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,2.0,3.0,3.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,32.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,8.0,1.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0
BRO,47.0,CHN,46.0,42.0,13.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,4.0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,37.0,8.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,6.0,0.0,0.0,30.0,13.0,0.0,0.0,1.0,0.0
BRO,48.0,SLN,49.0,48.0,13.0,2.0,1.0,2.0,6.0,0.0,1.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0,11.0,3.0,5.0,5.0,0.0,0.0,36.0,16.0,0.0,0.0,1.0,0.0,42.0,8.0,1.0,1.0,2.0,5.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,5.0,4.0,7.0,7.0,0.0,0.0,36.0,15.0,0.0,0.0,1.0,0.0
BRO,49.0,SLN,50.0,35.0,11.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,3.0,4.0,4.0,1.0,0.0,24.0,9.0,4.0,0.0,0.0,0.0,43.0,16.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,3.0,0.0,0.0,27.0,18.0,0.0,0.0,3.0,0.0
