Name,GameNum,opp_Name,opp_GameNum,at-bats,hits,doubles,triples,Homeruns,RBI,SacrificeHits,hit-by-pitch,walks,intentionalWalks,strikeouts,StolenBases,CaughtStealing,GroundedIntoDoublePlays,AwardedFirstOnCatcherInterference,LeftOnBase,PitchersUsed,IndividualEarnedRuns,TeamEarnedRuns,WildPitches,Balks,putouts,assists,errors,PassedBalls,doublePlays,TriplePlays,opp_at-bats,opp_hits,opp_doubles,opp_triples,opp_Homeruns,opp_RBI,opp_SacrificeHits,opp_hit-by-pitch,opp_walks,opp_intentionalWalks,opp_strikeouts,opp_StolenBases,opp_CaughtStealing,opp_GroundedIntoDoublePlays,opp_AwardedFirstOnCatcherInterference,opp_LeftOnBase,opp_PitchersUsed,opp_IndividualEarnedRuns,opp_TeamEarnedRuns,opp_WildPitches,opp_Balks,opp_putouts,opp_assists,opp_errors,opp_PassedBalls,opp_doublePlays,opp_TriplePlays
BRO,102.0,MLN,100.0,39.0,16.0,2.0,1.0,3.0,7.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,10.0,5.0,13.0,13.0,1.0,0.0,27.0,8.0,1.0,0.0,1.0,0.0,44.0,19.0,6.0,0.0,7.0,13.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,5.0,4.0,7.0,7.0,0.0,0.0,27.0,13.0,0.0,0.0,2.0,0.0
BRO,103.0,MLN,101.0,34.0,10.0,1.0,0.0,3.0,6.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,14.0,14.0,0.0,0.0,27.0,15.0,0.0,0.0,2.0,0.0,44.0,19.0,2.0,3.0,3.0,14.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,6.0,6.0,0.0,0.0,27.0,10.0,0.0,1.0,1.0,0.0
BRO,104.0,MLN,102.0,44.0,12.0,1.0,0.0,0.0,2.0,2.0,0.0,13.0,6.0,4.0,1.0,0.0,1.0,0.0,20.0,3.0,1.0,1.0,1.0,0.0,39.0,16.0,0.0,0.0,1.0,0.0,48.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,1.0,0.0,1.0,0.0,12.0,5.0,2.0,2.0,0.0,0.0,38.0,18.0,0.0,0.0,2.0,0.0
BRO,105.0,SLN,102.0,25.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,31.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,24.0,16.0,0.0,0.0,3.0,0.0
BRO,106.0,SLN,103.0,36.0,11.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,3.0,7.0,7.0,0.0,0.0,27.0,12.0,1.0,0.0,1.0,0.0,37.0,13.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,5.0,2.0,0.0,25.0,14.0,2.0,1.0,1.0,0.0
BRO,107.0,SLN,104.0,31.0,6.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,4.0,13.0,13.0,0.0,0.0,27.0,13.0,0.0,0.0,3.0,0.0,43.0,21.0,3.0,0.0,3.0,13.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,1.0,4.0,4.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,108.0,CIN,108.0,31.0,9.0,1.0,1.0,1.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,8.0,0.0,0.0,24.0,10.0,1.0,0.0,2.0,0.0
BRO,109.0,CIN,109.0,34.0,8.0,1.0,0.0,1.0,4.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,10.0,3.0,3.0,3.0,0.0,0.0,27.0,6.0,2.0,0.0,0.0,0.0,36.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,27.0,9.0,2.0,0.0,1.0,0.0
BRO,110.0,CIN,110.0,37.0,16.0,2.0,1.0,3.0,17.0,0.0,1.0,11.0,1.0,3.0,0.0,1.0,2.0,0.0,6.0,2.0,7.0,7.0,1.0,0.0,27.0,12.0,1.0,0.0,2.0,0.0,35.0,12.0,1.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0,8.0,7.0,8.0,8.0,0.0,0.0,24.0,9.0,1.0,0.0,2.0,0.0
BRO,111.0,PHI,107.0,34.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,3.0,5.0,5.0,0.0,0.0,24.0,12.0,1.0,0.0,2.0,0.0,29.0,8.0,2.0,0.0,1.0,6.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,27.0,9.0,1.0,0.0,0.0,0.0
BRO,112.0,PHI,108.0,32.0,9.0,5.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,6.0,1.0,2.0,2.0,1.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,31.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,27.0,17.0,0.0,0.0,2.0,0.0
BRO,113.0,NY1,112.0,29.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,33.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,1.0,24.0,6.0,0.0,0.0,0.0,0.0
BRO,114.0,NY1,113.0,31.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,5.0,1.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,36.0,10.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,3.0,0.0,0.0,24.0,10.0,2.0,1.0,0.0,0.0
BRO,115.0,NY1,114.0,30.0,9.0,2.0,0.0,2.0,9.0,0.0,0.0,9.0,1.0,4.0,1.0,2.0,0.0,0.0,7.0,1.0,4.0,4.0,0.0,0.0,27.0,10.0,0.0,0.0,1.0,0.0,33.0,7.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,5.0,9.0,9.0,0.0,0.0,24.0,13.0,1.0,0.0,0.0,0.0
BRO,116.0,PHI,114.0,30.0,8.0,2.0,0.0,2.0,6.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,4.0,7.0,7.0,0.0,0.0,27.0,15.0,2.0,0.0,1.0,0.0,39.0,14.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,9.0,1.0,6.0,6.0,1.0,0.0,27.0,9.0,2.0,0.0,1.0,0.0
BRO,117.0,PIT,118.0,29.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,2.0,4.0,4.0,0.0,0.0,24.0,14.0,1.0,0.0,1.0,0.0,31.0,10.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,27.0,13.0,1.0,0.0,2.0,0.0
BRO,118.0,PIT,119.0,36.0,10.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,27.0,9.0,0.0,0.0,2.0,0.0,34.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,27.0,14.0,2.0,0.0,1.0,0.0
BRO,119.0,PIT,120.0,33.0,11.0,1.0,1.0,1.0,7.0,2.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,0.0,7.0,3.0,5.0,5.0,0.0,0.0,27.0,13.0,0.0,0.0,1.0,0.0,40.0,14.0,5.0,0.0,3.0,5.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,4.0,7.0,7.0,0.0,0.0,27.0,14.0,0.0,0.0,2.0,0.0
BRO,120.0,PHI,118.0,34.0,12.0,2.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,27.0,9.0,1.0,0.0,0.0,0.0,36.0,9.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,6.0,0.0,0.0,24.0,8.0,0.0,0.0,1.0,0.0
BRO,121.0,PHI,119.0,33.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,3.0,6.0,6.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,34.0,11.0,3.0,0.0,1.0,6.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,27.0,10.0,0.0,0.0,1.0,0.0
BRO,122.0,PHI,120.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,7.0,2.0,6.0,6.0,0.0,0.0,27.0,10.0,0.0,0.0,2.0,0.0,32.0,8.0,3.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,123.0,CIN,124.0,43.0,16.0,3.0,1.0,4.0,12.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0,33.0,9.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,2.0,12.0,12.0,0.0,0.0,27.0,8.0,2.0,0.0,0.0,0.0
BRO,124.0,CIN,125.0,39.0,12.0,3.0,0.0,5.0,12.0,0.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,27.0,6.0,0.0,0.0,1.0,0.0,29.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,5.0,13.0,13.0,1.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0
BRO,125.0,SLN,125.0,39.0,10.0,3.0,0.0,1.0,7.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,4.0,0.0,0.0,30.0,11.0,0.0,0.0,2.0,0.0,36.0,9.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,4.0,5.0,5.0,0.0,0.0,30.0,7.0,1.0,0.0,0.0,0.0
BRO,126.0,SLN,126.0,34.0,9.0,1.0,1.0,1.0,6.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,2.0,1.0,0.0,27.0,11.0,1.0,0.0,3.0,0.0,29.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,7.0,1.0,0.0,27.0,15.0,3.0,0.0,2.0,0.0
BRO,127.0,MLN,125.0,44.0,13.0,0.0,2.0,1.0,11.0,1.0,0.0,8.0,2.0,8.0,0.0,0.0,1.0,0.0,8.0,4.0,4.0,4.0,0.0,0.0,33.0,13.0,0.0,0.0,2.0,0.0,47.0,18.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,13.0,6.0,11.0,11.0,1.0,0.0,33.0,14.0,2.0,0.0,1.0,0.0
BRO,128.0,MLN,126.0,41.0,16.0,6.0,0.0,3.0,11.0,1.0,0.0,6.0,3.0,7.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,4.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,36.0,9.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,11.0,0.0,0.0,27.0,12.0,2.0,0.0,1.0,0.0
BRO,129.0,MLN,127.0,38.0,12.0,2.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,2.0,7.0,7.0,0.0,0.0,24.0,4.0,1.0,0.0,0.0,0.0,30.0,8.0,0.0,0.0,2.0,7.0,2.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,4.0,0.0,0.0,27.0,11.0,3.0,0.0,0.0,0.0
BRO,130.0,MLN,128.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,10.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,0.0
BRO,131.0,CHN,132.0,34.0,9.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,7.0,0.0,0.0,24.0,12.0,4.0,0.0,0.0,0.0,34.0,11.0,3.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,5.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0
BRO,132.0,CHN,133.0,35.0,13.0,2.0,2.0,1.0,9.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,3.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,27.0,8.0,1.0,0.0,1.0,0.0,35.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,9.0,0.0,0.0,27.0,14.0,0.0,1.0,3.0,0.0
BRO,133.0,NY1,131.0,34.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0,3.0,7.0,7.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,37.0,15.0,1.0,0.0,1.0,7.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,4.0,1.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0
BRO,134.0,NY1,132.0,34.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,7.0,4.0,13.0,13.0,0.0,0.0,24.0,10.0,0.0,0.0,1.0,0.0,34.0,13.0,0.0,0.0,2.0,13.0,2.0,1.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,27.0,12.0,0.0,0.0,2.0,0.0
BRO,135.0,NY1,133.0,31.0,8.0,0.0,1.0,1.0,7.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,2.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,27.0,12.0,1.0,0.0,1.0,0.0,33.0,7.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,4.0,5.0,5.0,1.0,0.0,27.0,11.0,2.0,0.0,3.0,0.0
BRO,136.0,PIT,137.0,45.0,11.0,5.0,1.0,0.0,6.0,2.0,0.0,8.0,0.0,10.0,2.0,0.0,0.0,0.0,13.0,6.0,6.0,6.0,0.0,0.0,36.0,17.0,3.0,0.0,2.0,0.0,48.0,14.0,1.0,0.0,1.0,9.0,2.0,0.0,6.0,1.0,9.0,0.0,1.0,2.0,0.0,11.0,3.0,6.0,6.0,0.0,0.0,36.0,9.0,1.0,0.0,0.0,0.0
BRO,137.0,PIT,138.0,37.0,11.0,2.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,5.0,9.0,9.0,0.0,0.0,27.0,17.0,1.0,0.0,1.0,0.0,33.0,9.0,1.0,0.0,1.0,7.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,2.0,7.0,7.0,0.0,0.0,27.0,9.0,1.0,0.0,0.0,0.0
BRO,138.0,SLN,137.0,36.0,10.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,6.0,0.0,0.0,27.0,13.0,1.0,0.0,0.0,0.0,38.0,13.0,4.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,12.0,3.0,5.0,5.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0
BRO,139.0,SLN,138.0,29.0,9.0,2.0,0.0,2.0,9.0,1.0,0.0,12.0,0.0,2.0,1.0,1.0,2.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,27.0,13.0,0.0,1.0,0.0,0.0,33.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,9.0,0.0,0.0,24.0,13.0,1.0,0.0,2.0,0.0
BRO,140.0,MLN,137.0,17.0,6.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,12.0,6.0,1.0,1.0,0.0,0.0
BRO,141.0,MLN,138.0,28.0,7.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,0.0,33.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,1.0,0.0,24.0,12.0,1.0,0.0,1.0,0.0
BRO,142.0,CHN,143.0,28.0,8.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,27.0,11.0,2.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,4.0,0.0,0.0,24.0,12.0,0.0,0.0,2.0,0.0
BRO,143.0,CHN,144.0,51.0,13.0,2.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,8.0,0.0,1.0,3.0,0.0,15.0,3.0,3.0,3.0,1.0,0.0,42.0,20.0,0.0,0.0,2.0,0.0,50.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,11.0,0.0,0.0,2.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,41.0,16.0,4.0,0.0,3.0,0.0
BRO,144.0,CIN,144.0,29.0,9.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,1.0,0.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,24.0,9.0,1.0,0.0,1.0,0.0
BRO,145.0,CIN,145.0,36.0,15.0,4.0,0.0,1.0,9.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,27.0,12.0,2.0,0.0,1.0,0.0,38.0,11.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,13.0,5.0,10.0,10.0,0.0,0.0,24.0,12.0,2.0,0.0,0.0,0.0
BRO,146.0,CIN,146.0,32.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,0.0,7.0,5.0,9.0,9.0,0.0,0.0,27.0,14.0,2.0,0.0,2.0,0.0,39.0,13.0,2.0,0.0,3.0,9.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,2.0,0.0,8.0,1.0,3.0,3.0,0.0,0.0,27.0,16.0,2.0,0.0,3.0,0.0
BRO,147.0,PIT,147.0,31.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,8.0,4.0,6.0,6.0,0.0,0.0,24.0,12.0,5.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,8.0,1.0,1.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,27.0,14.0,0.0,0.0,1.0,0.0
BRO,148.0,PIT,148.0,32.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,24.0,10.0,1.0,0.0,2.0,0.0,25.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0
BRO,149.0,NY1,148.0,30.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,7.0,3.0,7.0,7.0,0.0,0.0,27.0,12.0,0.0,0.0,1.0,0.0,34.0,14.0,5.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,27.0,11.0,0.0,0.0,1.0,0.0
BRO,150.0,NY1,149.0,32.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,2.0,5.0,5.0,1.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,27.0,14.0,3.0,0.0,3.0,0.0
BRO,151.0,NY1,150.0,32.0,7.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,0.0,0.0,24.0,6.0,1.0,0.0,0.0,0.0
BRO,152.0,PIT,152.0,31.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,0.0,0.0,27.0,12.0,0.0,0.0,1.0,0.0,33.0,7.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,24.0,10.0,1.0,0.0,0.0,0.0
BRO,153.0,PIT,153.0,35.0,13.0,3.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,27.0,8.0,2.0,0.0,2.0,0.0,37.0,13.0,3.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,2.0,10.0,10.0,0.0,0.0,24.0,6.0,1.0,0.0,0.0,0.0
BRO,154.0,PIT,154.0,28.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,27.0,6.0,2.0,0.0,1.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0
